計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2021/04/01,1,27,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,2,27,,4,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,3,25,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,4,26,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,5,26,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,6,26,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,7,26,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,8,25,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,9,24,,4,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,10,24,,4,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,11,25,,4,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,12,43,,4,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,13,44,,4,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,14,44,,4,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,15,49,,4,,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,16,70,,4,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021/04/01,17,112,,4,,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
