計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2023/04/01,1,123,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,2,123,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,3,127,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,4,126,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,5,142,,20,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,6,132,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,7,121,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,8,116,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,9,109,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,10,100,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,11,65,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,12,59,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,13,51,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,14,49,,10,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,15,44,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,16,38,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,17,64,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,18,87,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,19,113,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,20,124,,10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,21,123,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,22,133,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,23,126,,10,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,24,129,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,25,99,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,26,99,,20,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,27,85,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,28,80,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,29,85,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,30,86,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,31,87,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,32,87,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,33,109,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,34,101,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,35,89,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,36,82,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,37,77,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,38,102,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,39,86,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,40,101,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,41,101,,20,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,42,125,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,43,129,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,44,131,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,45,132,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,46,129,,20,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,47,127,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/01,48,136,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,1,120,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,2,119,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,3,112,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,4,129,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,5,131,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,6,150,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,7,144,,20,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,8,122,,10,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,9,98,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,10,87,,10,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,11,72,,10,,,,110,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,12,54,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,13,46,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,14,45,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,15,46,,20,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,16,75,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,17,112,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,18,92,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,19,105,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,20,126,,20,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,21,135,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,22,138,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,23,129,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,24,132,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,25,119,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,26,81,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,27,78,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,28,73,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,29,76,,20,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,30,96,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,31,94,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,32,111,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,33,88,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,34,100,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,35,70,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,36,66,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,37,76,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,38,75,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,39,73,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,40,102,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,41,90,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,42,106,,20,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,43,122,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,44,125,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,45,132,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,46,126,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,47,131,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,48,139,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,1,123,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,2,128,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,3,111,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,4,116,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,5,126,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,6,137,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,7,126,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,8,119,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,9,121,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,10,95,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,11,57,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,12,45,,0,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,13,37,,20,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,14,34,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,15,26,,0,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,16,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,17,0,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,18,186,,30,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,19,92,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,20,109,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,21,117,,10,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,22,117,,10,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,23,105,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,24,100,,10,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,25,69,,0,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,26,70,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,27,72,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,28,58,,20,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,29,62,,0,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,30,84,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,31,77,,10,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,32,74,,10,,,,80,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,33,75,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/03,34,62,,10,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,
