計測日,計測時間,電力使用量_全体,電力使用量_空調_熱源,電力使用量_空調_空調機,電力使用量_空調_搬送,電力使用量_照明,電力使用量_コンセント,電力使用量_動力,電力使用量_電灯,電力使用量_冷凍・冷熱,電力使用量_その他,発電量_全体,発電量_自家発電,発電量_太陽光,発電量_風力,発電量_バイオマス,発電量_その他,売電量,蓄電量_蓄電池,放電量_蓄電池,エネルギー使用量_ガス_全体,エネルギー使用量_ガス_空調,エネルギー使用量_ガス_自家発電,エネルギー使用量_ガス_コジェネ,エネルギー使用量_ガス_ボイラー,エネルギー使用量_ガス_その他,エネルギー使用量_油_全体,エネルギー使用量_油_空調,エネルギー使用量_油_自家発電,エネルギー使用量_油_コジェネ,エネルギー使用量_油_ボイラー,エネルギー使用量_油_その他,エネルギー使用量_その他
2022/04/01,1,10,,7,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,2,9,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,3,11,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,4,9,,4,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,5,10,,6,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,6,9,,3,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,7,10,,7,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,8,10,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,9,10,,4,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,10,10,,7,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,11,10,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,12,10,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,13,9,,5,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,14,19,,6,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,15,70,,41,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,16,69,,38,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,17,72,,44,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,18,68,,38,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,19,66,,35,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,20,69,,37,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
2022/04/01,21,67,,34,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,
